RefID,Project,Location,Est Cost $M,2022-23,2023-24,0-5,5-10,0-10,0-15,10-15,15+,Challenge / Opportunity,log_cost,Region_Presented,Region_Big Rivers,Region_Central Australia,Region_East Arnhem,Region_Greater Darwin,Region_Territory Wide,Region_Top End Rural,Sub Sector_Agribusiness,Sub Sector_Air Transport,Sub Sector_Aquaculture,Sub Sector_Arts Trail,Sub Sector_Aviation Technology,Sub Sector_Civic Services,Sub Sector_Cotton,Sub Sector_Creative Industries,Sub Sector_Cruise Industry,Sub Sector_Cultural Experiences,Sub Sector_Development and Maintenance of Facilities,Sub Sector_Digital Industries,Sub Sector_Digital and Telecommunications Infrastructure,Sub Sector_Drive Market,Sub Sector_Education and Training,Sub Sector_Electricity,Sub Sector_Festivals and Major Events,Sub Sector_Fuel Storage,Sub Sector_Green and Blue Infrastructure,Sub Sector_Health,Sub Sector_Heritage Trails,Sub Sector_Horticulture,Sub Sector_Housing,Sub Sector_Industrial Subdivisions,Sub Sector_Intermodal Hubs,Sub Sector_Justice and Public Safety,Sub Sector_Lifestyle,Sub Sector_Manufacturing,Sub Sector_Marine Infrastructure,Sub Sector_Meeting Places,Sub Sector_Mining,Sub Sector_National Critical Care and Trauma Response,"Sub Sector_Parks, Reserves, Waterways","Sub Sector_Rail, Roads and Bridges",Sub Sector_Residential Subdivisions,Sub Sector_Retail and Business,Sub Sector_Space,Sub Sector_Sport and Recreation,"Sub Sector_Sporting, Recreation, Lifestyle",Sub Sector_Superyacht Industry,Sub Sector_Tourism,Sub Sector_Training Facilities,Sub Sector_Transport and Logistics,Sub Sector_Unlock the potential of the Territory's regions,Sub Sector_Waste Management,Sub Sector_Water,Sub Sector_Work stay play,Enabling Infrastructure_Other,Enabling Infrastructure_Social Infrastructure,Enabling Infrastructure_Transport and Logistics,Enabling Infrastructure_Utilities,Industry Sector_Civic Services,Industry Sector_Defence and Security,Industry Sector_Education and Training,Industry Sector_Emerging Industries,Industry Sector_Health,Industry Sector_Housing,Industry Sector_Justice and Public Safety,Industry Sector_Land,Industry Sector_Lifestyle,Industry Sector_Resources,"Industry Sector_Sporting, Recreation, Lifestyle",Industry Sector_Tourism,Industry Sector_Transport and Logistics,Industry Sector_Utilities,Category_P
318,Sill 80 Ilmenite project - upgrade process plant and water supply,"-14.9855, 133.9928",5.3,2.6,3.0,,,,,,,Meet global demand for critical minerals used for new and emerging technologies,0.724275869600789,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2l13,Stuart Highway duplication in Katherine,"-14.452, 132.27",17.6,17.6,3.0,,,,,,,Increased road safety and support further development of Katherine East,1.24551266781415,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8b223,Tindal Zone Substation - third 22kV line and upgrade capacity,"-13.8235, 131.8262",5.3,2.6,3.0,,,,,,,"Asset renewal to support growth, compliance and improve service efficiency",0.724275869600789,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9l03.1,Victoria Highway - Newman to Katherine corridor upgrades,"-14.452, 132.27",47.9,13.0,12.6,,,,,,,Roads of Strategic Importance - economic enabler and key national freight route between the Territory and the rest of Australia,1.6803355134145632,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2r4,Across the region - HomeBuild - new dwellings,"-19.6591, 134.1912",38.5,24.8,8.3,,,,,,,Reduce overcrowding and improve health outcomes while providing employment and training opportunities for local Aboriginal people,1.5854607295085006,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2r22,Across the region - housing infill lots: power and water asset upgrades and network extensions to service nominated infill lots,"-19.6591, 134.1912",2.15,1.75,0.2,,,,,,,Enable economic development and population growth through expanded utilities networks for new land development,0.33243845991560533,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0f18,Ali Curung - Starting Early for a Better Future - child and family centres,"-21.0242, 134.3212",0.5,0.5,3.0,,,,,,,Strengthen early years learning and engagement of students and parents,-0.3010299956639812,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1139.q,Ali Curung Aerodrome - seal and line mark airstrip,"-21.0242, 134.3212",2.5,2.4,3.0,,,,,,,Support connectivity and improve all weather access to improve community safety and to support future growth,0.3979400086720376,Barkly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0u37,Ampilatwatja - refurbish basketball court,"-21.65664, 135.22509",0.35,0.35,3.0,,,,,,,Enhanced liveabiltiy through improved community facilities,-0.4559319556497244,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2x01,Barkly Business Hub fit out,"-19.6591, 134.1912",3.6,1.6,3.0,,,,,,,Enhance liveability by improving community facilities,0.5563025007672873,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9f1,Barkly Regional Deal - Back on Track in the Barkly,"-19.6591, 134.1912",3.55,2.0,3.0,,,,,,,"Improve outcomes for young people in detention, their families and the community",0.5502283530550941,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9r238,Barkly Regional Deal - Government Employee Housing,"-19.6591, 134.1912",5.3,2.6,3.0,,,,,,,Increase housing options for Government employees in regional areas in partnership with private sector,0.724275869600789,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9o6,Barkly Regional Deal - new weather radar,"-19.6591, 134.1912",15.0,2.6,3.0,,,,,,,"Improve road and air travel safety and support agricultural, pastoral, transport and mining industries",1.1760912590556813,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9p16,"Barkly Regional Deal - renovations to the Tennant Creek watchhouse 
","-19.6591, 134.1912",3.4,3.4,3.0,,,,,,,Support the continued delivery of quality police services in remote communities,0.5314789170422551,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9e42,Barkly regional Deal - student boarding accommodation at Tennant Creek High School,"-19.6591, 134.1912",16.0,6.0,10.0,,,,,,,Contemporary educational infrastructure to support rural and remote students,1.2041199826559248,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9r237,Barkly Regional Deal - Tennant Creek visitor park ,"-19.6591, 134.1912",5.0,5.0,3.0,,,,,,,"Provide safe, affordable and sustainable temporary housing options for mobile Territorians",0.6989700043360189,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9e16,Murray Downs School - upgrade ablutions,"-21.0025, 134.4255",0.5,0.5,3.0,,,,,,,Upgrade ageing infrastructure to support the continued delivery of quality education,-0.3010299956639812,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
382,Nyinkka Nyunyu Art and Culture Centre - Tennant Creek,"-19.6944, 134.1726",10.0,7.0,3.0,,,,,,,"Value, preserve and expand art and cultural places, through the Arts Trail Gallery Extension Program",1.0,Barkly,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1114,Purkiss Sporting Reserve upgrades,"-19.6591, 134.1912",7.9,4.0,3.0,,,,,,,Improve amenity for sporting participants and attendees,0.8976270912904415,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8x14,Tennant Creek - industrial land release,"-19.6591, 134.1912",10.0,2.6,10.0,,,,,,,Enable economic development and population growth by increasing land availability,1.0,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8xx10,Tennant Creek gold ore processing facility,"-19.44638,133.82105",5.3,2.6,3.0,,,,,,,"Develop a common user processing facility to support small scale, high value mines in the region",0.724275869600789,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9a147,Tennant Creek Hospital staff accommodation,"-19.6591, 134.1912",3.2,3.2,3.0,,,,,,,Strengthen liveability by improving infrastructure to support health services,0.505149978319906,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0u60,Tennant Creek new bike path with lighting,"-19.6591, 134.1912",2.0,2.0,3.0,,,,,,,Enhanced liveabiltiy through improved community facilities,0.3010299956639812,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2t5,"Tennant Creek Power Station upgrades 
","-19.6591, 134.1912",3.6,1.65,1.4,,,,,,,"Asset renewal to support growth, compliance and improve service efficiency",0.5563025007672873,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
657,Tennant Creek Residential Area Plan - infrastructure plan and delivery,"-19.6591, 134.1912",5.0,2.6,5.0,,,,,,,Enable economic development and population growth,0.6989700043360189,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2k31,Tennant Creek visitor experience upgrades,"-19.6591, 134.1912",5.5,3.5,3.0,,,,,,,"Value, preserve and expand historic and cultural places, increase visitation opportunities and visitor experience",0.7403626894942439,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0u56,Tennant Creek weighbridge and office at landfill site,"-19.6591, 134.1912",0.4,0.4,3.0,,,,,,,Support council operations and community services,-0.3979400086720376,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2d4,Warrego Tailings Project - reprocessing of old tailings dams to produce magnetite concentrate,"-19.6591, 134.1912",48.0,2.6,3.0,,,,,,,Meet global demand for minerals,1.6812412373755872,Barkly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8h02,Across the region - expand housing for council staff,"-23.707029, 133.879257",5.0,1.0,3.0,,,,,,,Support council operations by providing housing for local government employees in remote communities,0.6989700043360189,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2r6,Across the region - HomeBuild - new dwellings,"-16.6000,129.0811",179.1,84.6,51.9,,,,,,,Reduce overcrowding and improve health outcomes while providing employment and training opportunities for local Aboriginal people,2.2530955858490316,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2r27,"Across the region - housing headworks scoping, design and construction ","-16.8000,129.0811",3.4000000000000004,3.2,0.2,,,,,,,Enable economic development and population growth through expanded utilities networks for new land development,0.5314789170422551,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2r19,Across the region - housing infill lots: power and water asset upgrades and network extensions to service nominated infill lots,"-24.7837, 133.9065",5.3500000000000005,5.2,0.15,,,,,,,Enable economic development and population growth through expanded utilities networks for new land development,0.7283537820212285,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2s24,Alice Plaza - office refurbishment,"-23.6994, 133.88",10.0,10.0,3.0,,,,,,,Support contemporary work practices and environments to attract and retain people,1.0,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
672,Alice Springs - new and upgraded infrastructure to mitigate flooding,"-23.6994, 133.88",10.0,2.6,3.0,,,,,,,"Improve community safety and reduce the damage, disruption and costs associated with major flood events",1.0,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2r34,"Alice Springs - public housing accessibility and electrical upgrades
","-23.6994, 133.88",0.93,0.93,3.0,,,,,,,"Provide safe, secure and affordable housing for people on low incomes",-0.03151705144606486,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2x12,Alice Springs - service commercial and light industrial development,"-23.6994, 133.88",7.0,2.6,3.0,,,,,,,Enable economic development and population growth by increasing land availability,0.8450980400142568,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0f16,Alice Springs - Starting Early for a Better Future - child and family centres,"-23.6994, 133.88",0.5,0.5,3.0,,,,,,,Strengthen early years learning and engagement of students and parents,-0.3010299956639812,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2l8,Alice Springs - upgrade bus stops and Disability Discrimination Act (DDA) compliance upgrades,"-23.6994, 133.88",0.8,0.8,3.0,,,,,,,"Increase road capacity, safety, support accessibility, connectivity and amenity",-0.09691001300805639,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9j9,Alice Springs Airport - major expansion of the solar array ,"-23.6994, 133.88",5.3,2.6,3.0,,,,,,,"Increase renewable energy to meet Northern Territory renewables target of 50% by 2030, supported by Northern Australia Infrastructure Facility (NAIF)",0.724275869600789,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2j1,Alice Springs Correctional Centre - stage 3 security upgrades,"-23.6994, 133.88",0.85,0.4,3.0,,,,,,,Meet community expectation through additional correctional infrastructure,-0.07058107428570728,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
383.1,Alice Springs cultural infrastructure upgrades,"-23.7646, 133.8747",19.385,19.39,3.0,,,,,,,"Value, preserve and celebrate Aboriginal culture, improving tourism opportunities and experience",1.2874658053432289,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9a141,Alice Springs Hospital - Ambulatory Care Centre,"-23.70556, 133.8782",25.7,24.7,3.0,,,,,,,Strengthen liveability by improving infrastructure to support health services,1.4099331233312946,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9a133,Alice Springs Hospital - Central Sterilising Department relocation,"-23.6994, 133.88",5.8,0.125,4.0,,,,,,,Strengthen liveability by improving infrastructure to support health services,0.7634279935629372,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0a1,Alice Springs Hospital - hybrid operating theatre,"-23.6994, 133.88",4.4,4.3,3.0,,,,,,,Strengthen liveability by improving infrastructure to support health services,0.6434526764861874,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64,Alice Springs Hospital - ward wet areas,"-23.6994, 133.88",1.9,2.6,3.0,,,,,,,Strengthen liveability by improving infrastructure to support health services,0.2787536009528289,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1082,"Alice Springs Power Network - replace corroded poles 
","-23.7090, 133.8909",12.0,3.95,3.95,,,,,,,"Asset renewal to support growth, compliance and improve service efficiency",1.0791812460476249,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9b23,Alice Springs Power Network - Sadadeen replace 22kV (kilovolt) switchboard ,"-23.6994, 133.88",4.8,2.6,3.0,,,,,,,"Asset renewal to support growth, compliance and improve service efficiency",0.6812412373755872,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8b05,Alice Springs Power Network - upgrade Lovegrove power transformers,"-23.6994, 133.88",4.4,2.6,3.0,,,,,,,"Asset renewal to support growth, compliance and improve service efficiency",0.6434526764861874,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2f21,Alice Springs Youth Justice Centre - upgrades and fitout,"-23.6994, 133.88",26.0,13.5,3.0,,,,,,,"Improve outcomes for young people in detention, their families and the community",1.414973347970818,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2f6,Aviation Museum upgrades,"-23.6994, 133.88",0.1,0.1,3.0,,,,,,,"Value, preserve and expand aviation history, increase visitation opportunities and visitor experience",-1.0,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0f20,Central West region - Starting Early for a Better Future - child and family centres,"-23.27591, 129.38725",0.5,2.6,0.5,,,,,,,Strengthen early years learning and engagement of students and parents,-0.3010299956639812,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2e36,Centralian Senior College - upgrade Year 12 study and open learning area,"-23.6994, 133.88",0.4,0.4,3.0,,,,,,,Upgrade ageing infrastructure to support the continued delivery of quality education,-0.3979400086720376,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2s29,Jindalee Operational Radar Network (JORN) facilities,"-23.6994, 133.88",55.0,2.6,3.0,,,,,,,Enhance defence capability and operations,1.7403626894942439,Alice Springs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
